root	mode	first_line
testdir:abi/idata.go	interpreted	abi/idata.go:55:52: BASHPP-EEXPR-UNDEFINED: undefined callable computed function
testdir:chan/powser2.go	interpreted	chan/powser2.go:133:2: BASHPP-ENIL-DEREF: dereference of nil pointer
testdir:chan/sieve2.go	interpreted	invalid select case
testdir:fixedbugs/bug517.go	interpreted	fixedbugs/bug517.go:15:1: BASHPP-ECOLLECTION-LENGTH: invalid array length unsafe.Sizeof(byte(0))
testdir:fixedbugs/issue16331.go	interpreted	bash++: task failed: fixedbugs/issue16331.go:26:32: BASHPP-EEXPR-NIL: nil is not a scalar
testdir:fixedbugs/issue19467.go	interpreted	BASHPP-EBUILTIN-TYPE: BASHPP-ECOLLECTION-ELEMENT: cannot use *interp.bashPPBridgeValue value as runtime.Frame
testdir:fixedbugs/issue19467.go	compiled	2026/09/12 17:24:37 frame 0: got main.(*__gosource_pkg_0_WaitGroup).Add, want test/mysync.(*WaitGroup).Add
testdir:fixedbugs/issue21879.go	interpreted	fixedbugs/issue21879.go:14:10: BASHPP-ESELECTOR-TYPE: ?.frame has no fields
testdir:fixedbugs/issue54542.go	interpreted	BASHPP-ESELECTOR-ASSIGN: target is not a structured value
testdir:fixedbugs/issue57823.go	interpreted	unknown imported symbol or method: unsafe.SliceData
testdir:sizeof.go	interpreted	sizeof.go:34:2: sizeof.go:34:12: unknown imported symbol or method: unsafe.Sizeof
testdir:typeparam/map.go	interpreted	typeparam/map.go:32:10: BASHPP-ECOLLECTION-ELEMENT: cannot use string value as float64
testdir:typeparam/mapimp.go	interpreted	test/typeparam/mapimp.dir/main.go:21:12: BASHPP-ECOLLECTION-ELEMENT: cannot use string value as float64
testdir:typeparam/struct.go	interpreted	BASHPP-ESTRUCT-TYPE: cannot use Eint as E[int]
